3.219748840e+002,1.924259705e-004,3.219748840e+002,4.212369677e-003,3.219748840e+002,1.097404514e-003,3.219748840e+002,1.641228795e-003,3.219748840e+002,1.772232004e-003,3.219748840e+002,1.935231034e-003,3.219748840e+002,2.829767298e-003
3.220819702e+002,-2.014139027e-004,3.220819702e+002,3.748093965e-003,3.220819702e+002,5.538720870e-004,3.220819702e+002,1.262417762e-003,3.220819702e+002,1.356460969e-003,3.220819702e+002,1.388470060e-003,3.220819702e+002,2.453929977e-003
3.221890259e+002,4.048235714e-004,3.221890259e+002,4.447123501e-003,3.221890259e+002,1.112857019e-003,3.221890259e+002,1.732705976e-003,3.221890259e+002,2.003929112e-003,3.221890259e+002,2.058469225e-003,3.221890259e+002,2.956037410e-003
3.222961121e+002,-1.805711872e-005,3.222961121e+002,4.053684883e-003,3.222961121e+002,7.900845958e-004,3.222961121e+002,1.447099727e-003,3.222961121e+002,1.530429930e-003,3.222961121e+002,1.521374681e-003,3.222961121e+002,2.678996185e-003
3.224031982e+002,6.899776054e-004,3.224031982e+002,4.716853146e-003,3.224031982e+002,1.402535709e-003,3.224031982e+002,2.166977851e-003,3.224031982e+002,2.452986548e-003,3.224031982e+002,2.432378475e-003,3.224031982e+002,3.333765082e-003
3.225102844e+002,-1.958378562e-004,3.225102844e+002,3.544946434e-003,3.225102844e+002,3.311931505e-004,3.225102844e+002,1.027908642e-003,3.225102844e+002,1.210657065e-003,3.225102844e+002,1.359219197e-003,3.225102844e+002,2.132226713e-003
3.226174011e+002,2.312978468e-004,3.226174011e+002,4.245223012e-003,3.226174011e+002,1.031033578e-003,3.226174011e+002,1.594849513e-003,3.226174011e+002,2.029101364e-003,3.226174011e+002,1.905152574e-003,3.226174011e+002,2.919084625e-003
3.227245178e+002,-5.218605293e-005,3.227245178e+002,3.846024163e-003,3.227245178e+002,7.634714711e-004,3.227245178e+002,1.501858234e-003,3.227245178e+002,1.624886412e-003,3.227245178e+002,1.753973658e-003,3.227245178e+002,2.725213766e-003
3.228316345e+002,3.392867220e-004,3.228316345e+002,4.645282868e-003,3.228316345e+002,1.302249846e-003,3.228316345e+002,1.971777063e-003,3.228316345e+002,2.146977000e-003,3.228316345e+002,2.384882886e-003,3.228316345e+002,3.123318776e-003
3.229387512e+002,-3.910651722e-004,3.229387512e+002,3.631073050e-003,3.229387512e+002,4.849318357e-004,3.229387512e+002,1.110604033e-003,3.229387512e+002,1.153105521e-003,3.229387512e+002,1.419140259e-003,3.229387512e+002,2.445354825e-003
3.230458679e+002,1.481701911e-004,3.230458679e+002,3.955714405e-003,3.230458679e+002,8.914779755e-004,3.230458679e+002,1.531740651e-003,3.230458679e+002,1.913930639e-003,3.230458679e+002,1.776093151e-003,3.230458679e+002,2.738055540e-003
3.231530151e+002,-4.082608793e-004,3.231530151e+002,3.667558311e-003,3.231530151e+002,4.639138933e-004,3.231530151e+002,1.240557525e-003,3.231530151e+002,1.385688432e-003,3.231530151e+002,1.427745097e-003,3.231530151e+002,2.465337981e-003
3.232601624e+002,7.847112138e-004,3.232601624e+002,4.870770033e-003,3.232601624e+002,1.580978394e-003,3.232601624e+002,2.052237280e-003,3.232601624e+002,2.469929168e-003,3.232601624e+002,2.504763659e-003,3.232601624e+002,3.455749946e-003
3.233673096e+002,-1.943691168e-004,3.233673096e+002,3.664119402e-003,3.233673096e+002,3.135777952e-004,3.233673096e+002,1.043134136e-003,3.233673096e+002,1.325083314e-003,3.233673096e+002,1.492408919e-003,3.233673096e+002,2.353018383e-003
3.234744873e+002,5.452354671e-004,3.234744873e+002,4.461727571e-003,3.234744873e+002,1.293213340e-003,3.234744873e+002,1.946381293e-003,3.234744873e+002,2.101029968e-003,3.234744873e+002,2.357658697e-003,3.234744873e+002,3.213960677e-003
3.235816345e+002,-5.558917110e-005,3.235816345e+002,3.862798680e-003,3.235816345e+002,6.938904407e-004,3.235816345e+002,1.363118878e-003,3.235816345e+002,1.558550284e-003,3.235816345e+002,1.604487305e-003,3.235816345e+002,2.721746452e-003
3.236888123e+002,-1.498902857e-004,3.236888123e+002,3.937074449e-003,3.236888123e+002,9.874472162e-004,3.236888123e+002,1.194354962e-003,3.236888123e+002,1.696193940e-003,3.236888123e+002,1.713794423e-003,3.236888123e+002,2.682234393e-003
3.237959900e+002,5.281161066e-005,3.237959900e+002,3.770220559e-003,3.237959900e+002,6.406379398e-004,3.237959900e+002,1.380755682e-003,3.237959900e+002,1.665718853e-003,3.237959900e+002,1.558102435e-003,3.237959900e+002,2.577656414e-003
3.239031677e+002,7.556995843e-004,3.239031677e+002,4.473305307e-003,3.239031677e+002,1.304827747e-003,3.239031677e+002,1.879618387e-003,3.239031677e+002,2.220409457e-003,3.239031677e+002,2.337473212e-003,3.239031677e+002,3.278140910e-003
3.240103760e+002,-3.821341670e-005,3.240103760e+002,3.969267011e-003,3.240103760e+002,7.164500421e-004,3.240103760e+002,1.369802281e-003,3.240103760e+002,1.679876121e-003,3.240103760e+002,1.721565379e-003,3.240103760e+002,2.489382634e-003
3.241175842e+002,4.264956224e-004,3.241175842e+002,4.480387084e-003,3.241175842e+002,1.182164415e-003,3.241175842e+002,1.892924076e-003,3.241175842e+002,2.127849963e-003,3.241175842e+002,2.191863954e-003,3.241175842e+002,3.041899763e-003
3.242247925e+002,-5.033988855e-004,3.242247925e+002,3.396152286e-003,3.242247925e+002,3.421274887e-004,3.242247925e+002,9.201303474e-004,3.242247925e+002,1.015840331e-003,3.242247925e+002,1.154766418e-003,3.242247925e+002,2.062904416e-003
3.243320007e+002,6.934425910e-004,3.243320007e+002,4.640127998e-003,3.243320007e+002,1.523396815e-003,3.243320007e+002,2.022178145e-003,3.243320007e+002,2.476402791e-003,3.243320007e+002,2.518702298e-003,3.243320007e+002,3.298144322e-003
3.244392090e+002,-4.316388804e-004,3.244392090e+002,3.407499054e-003,3.244392090e+002,2.562217414e-004,3.244392090e+002,9.959340096e-004,3.244392090e+002,1.129444921e-003,3.244392090e+002,1.177118276e-003,3.244392090e+002,2.161681419e-003
3.245464478e+002,4.771932436e-004,3.245464478e+002,4.460391123e-003,3.245464478e+002,1.385596232e-003,3.245464478e+002,2.035500249e-003,3.245464478e+002,2.308469266e-003,3.245464478e+002,2.241896698e-003,3.245464478e+002,3.274516668e-003
3.246536865e+002,4.359862214e-005,3.246536865e+002,4.224812146e-003,3.246536865e+002,8.663408225e-004,3.246536865e+002,1.587339444e-003,3.246536865e+002,1.991268946e-003,3.246536865e+002,1.872280845e-003,3.246536865e+002,2.858982421e-003
3.247609253e+002,2.856225183e-004,3.247609253e+002,4.230411258e-003,3.247609253e+002,1.356784021e-003,3.247609253e+002,1.860098331e-003,3.247609253e+002,2.263372065e-003,3.247609253e+002,2.034438541e-003,3.247609253e+002,3.151031677e-003
3.248681641e+002,-3.622799995e-004,3.248681641e+002,3.475594101e-003,3.248681641e+002,6.249631988e-004,3.248681641e+002,1.004084828e-003,3.248681641e+002,1.316752983e-003,3.248681641e+002,1.170904492e-003,3.248681641e+002,2.228857484e-003
3.249754333e+002,9.801705601e-004,3.249754333e+002,4.980518017e-003,3.249754333e+002,1.942872768e-003,3.249754333e+002,2.479389077e-003,3.249754333e+002,2.725058468e-003,3.249754333e+002,2.797876252e-003,3.249754333e+002,3.802579362e-003
3.250827026e+002,-7.559065125e-005,3.250827026e+002,4.075783771e-003,3.250827026e+002,8.442253456e-004,3.250827026e+002,1.349827158e-003,3.250827026e+002,1.529762289e-003,3.250827026e+002,1.672780607e-003,3.250827026e+002,2.659271704e-003
3.251899719e+002,7.748312200e-004,3.251899719e+002,4.831670783e-003,3.251899719e+002,1.722487621e-003,3.251899719e+002,2.371394075e-003,3.251899719e+002,2.615148434e-003,3.251899719e+002,2.522581723e-003,3.251899719e+002,3.686220851e-003
