3.219748840e+002;2.142203302e-004;3.219748840e+002;1.130103716e-003;3.219748840e+002;1.010006061e-003;3.219748840e+002;1.313162153e-003;3.219748840e+002;2.198931295e-003;3.219748840e+002;2.469273517e-003;3.219748840e+002;1.727630617e-003
3.220819702e+002;-2.922166022e-004;3.220819702e+002;7.959415088e-004;3.220819702e+002;5.365881370e-004;3.220819702e+002;7.875618176e-004;3.220819702e+002;1.595145441e-003;3.220819702e+002;2.167694038e-003;3.220819702e+002;1.414001104e-003
3.221890259e+002;3.986911033e-004;3.221890259e+002;1.293548499e-003;3.221890259e+002;1.191951567e-003;3.221890259e+002;1.296636532e-003;3.221890259e+002;2.234357409e-003;3.221890259e+002;2.845887560e-003;3.221890259e+002;1.889824518e-003
3.222961121e+002;7.697341061e-005;3.222961121e+002;9.643172380e-004;3.222961121e+002;6.869382341e-004;3.222961121e+002;1.067453297e-003;3.222961121e+002;2.055665478e-003;3.222961121e+002;2.400941681e-003;3.222961121e+002;1.557945972e-003
3.224031982e+002;6.989531685e-004;3.224031982e+002;1.626066514e-003;3.224031982e+002;1.425854047e-003;3.224031982e+002;1.821773010e-003;3.224031982e+002;2.803381300e-003;3.224031982e+002;3.078750800e-003;3.224031982e+002;2.233342966e-003
3.225102844e+002;-2.475246438e-004;3.225102844e+002;5.931513151e-004;3.225102844e+002;4.918951308e-004;3.225102844e+002;7.263593143e-004;3.225102844e+002;1.558202901e-003;3.225102844e+002;1.993236598e-003;3.225102844e+002;1.235233154e-003
3.226174011e+002;3.244192922e-004;3.226174011e+002;1.259847893e-003;3.226174011e+002;1.020097290e-003;3.226174011e+002;1.297084847e-003;3.226174011e+002;2.267666860e-003;3.226174011e+002;2.678748686e-003;3.226174011e+002;1.950446167e-003
3.227245178e+002;1.818993383e-006;3.227245178e+002;9.834358934e-004;3.227245178e+002;7.419400499e-004;3.227245178e+002;1.058006892e-003;3.227245178e+002;1.920981333e-003;3.227245178e+002;2.300241031e-003;3.227245178e+002;1.551282941e-003
3.228316345e+002;6.757371593e-004;3.228316345e+002;1.633363892e-003;3.228316345e+002;1.377499080e-003;3.228316345e+002;1.738077262e-003;3.228316345e+002;2.412007190e-003;3.228316345e+002;3.028320847e-003;3.228316345e+002;2.069011331e-003
3.229387512e+002;-2.634151897e-004;3.229387512e+002;7.368983352e-004;3.229387512e+002;4.654905351e-004;3.229387512e+002;8.790564607e-004;3.229387512e+002;1.788449823e-003;3.229387512e+002;2.143856371e-003;3.229387512e+002;1.236587879e-003
3.230458679e+002;1.575164788e-004;3.230458679e+002;1.046591322e-003;3.230458679e+002;9.279777878e-004;3.230458679e+002;1.216322067e-003;3.230458679e+002;2.230940154e-003;3.230458679e+002;2.455146285e-003;3.230458679e+002;1.697326894e-003
3.231530151e+002;-3.742078552e-004;3.231530151e+002;7.619663374e-004;3.231530151e+002;5.033006310e-004;3.231530151e+002;9.207683033e-004;3.231530151e+002;1.662148396e-003;3.231530151e+002;2.087583300e-003;3.231530151e+002;1.224929700e-003
3.232601624e+002;9.654372116e-004;3.232601624e+002;1.602231874e-003;3.232601624e+002;1.710008481e-003;3.232601624e+002;1.837680931e-003;3.232601624e+002;2.684602048e-003;3.232601624e+002;3.201407148e-003;3.232601624e+002;2.269649645e-003
3.233673096e+002;-3.048577055e-004;3.233673096e+002;6.200231728e-004;3.233673096e+002;4.655263911e-004;3.233673096e+002;8.505010628e-004;3.233673096e+002;1.750852447e-003;3.233673096e+002;2.169171814e-003;3.233673096e+002;1.350641018e-003
3.234744873e+002;6.965778884e-004;3.234744873e+002;1.475702156e-003;3.234744873e+002;1.363118994e-003;3.234744873e+002;1.667806180e-003;3.234744873e+002;2.719803946e-003;3.234744873e+002;3.063303418e-003;3.234744873e+002;2.129131928e-003
3.235816345e+002;-2.823250543e-004;3.235816345e+002;9.048139909e-004;3.235816345e+002;7.039482589e-004;3.235816345e+002;1.048786798e-003;3.235816345e+002;1.920320792e-003;3.235816345e+002;2.403359627e-003;3.235816345e+002;1.453067642e-003
3.236888123e+002;-2.566125113e-005;3.236888123e+002;9.097691509e-004;3.236888123e+002;9.172110585e-004;3.236888123e+002;1.182581414e-003;3.236888123e+002;2.087209374e-003;3.236888123e+002;2.349645132e-003;3.236888123e+002;1.463407418e-003
3.237959900e+002;-8.815239562e-005;3.237959900e+002;7.948495331e-004;3.237959900e+002;6.265573902e-004;3.237959900e+002;1.031990279e-003;3.237959900e+002;1.957497094e-003;3.237959900e+002;2.261743182e-003;3.237959900e+002;1.381553360e-003
3.239031677e+002;7.682963042e-004;3.239031677e+002;1.526398235e-003;3.239031677e+002;1.342539792e-003;3.239031677e+002;1.574328751e-003;3.239031677e+002;2.709292108e-003;3.239031677e+002;2.869700780e-003;3.239031677e+002;2.301233588e-003
3.240103760e+002;-4.693511801e-005;3.240103760e+002;8.756167372e-004;3.240103760e+002;7.917820476e-004;3.240103760e+002;1.096644206e-003;3.240103760e+002;1.986078918e-003;3.240103760e+002;2.480651718e-003;3.240103760e+002;1.446672482e-003
3.241175842e+002;6.156110903e-004;3.241175842e+002;1.394748804e-003;3.241175842e+002;1.143577974e-003;3.241175842e+002;1.503675128e-003;3.241175842e+002;2.495142631e-003;3.241175842e+002;2.853617305e-003;3.241175842e+002;1.998789841e-003
3.242247925e+002;-5.537843099e-004;3.242247925e+002;1.923752570e-004;3.242247925e+002;2.666311339e-004;3.242247925e+002;7.211816846e-004;3.242247925e+002;1.462195534e-003;3.242247925e+002;1.855316688e-003;3.242247925e+002;1.066643745e-003
3.243320007e+002;6.948467344e-004;3.243320007e+002;1.548540546e-003;3.243320007e+002;1.418529660e-003;3.243320007e+002;1.707742922e-003;3.243320007e+002;2.787653822e-003;3.243320007e+002;3.342756070e-003;3.243320007e+002;2.259781118e-003
3.244392090e+002;-5.207106587e-004;3.244392090e+002;3.206053807e-004;3.244392090e+002;2.672576520e-004;3.244392090e+002;6.696488708e-004;3.244392090e+002;1.459809951e-003;3.244392090e+002;1.763832057e-003;3.244392090e+002;1.042558812e-003
