3.219748840e+002,2.277362655e-004,3.219748840e+002,1.847202657e-004,3.219748840e+002,1.507750276e-004,3.219748840e+002,1.054801978e-004,3.219748840e+002,2.875967766e-004,3.219748840e+002,2.099595149e-004
3.220819702e+002,-2.856947831e-004,3.220819702e+002,-1.869602420e-004,3.220819702e+002,-2.584921604e-004,3.220819702e+002,-3.207673144e-004,3.220819702e+002,-1.990336896e-004,3.220819702e+002,-3.404547169e-004
3.221890259e+002,3.035245754e-004,3.221890259e+002,2.163160680e-004,3.221890259e+002,3.387503675e-004,3.221890259e+002,2.558770357e-004,3.221890259e+002,4.197254602e-004,3.221890259e+002,2.787038684e-004
3.222961121e+002,-4.469797204e-005,3.222961121e+002,-2.368344576e-005,3.222961121e+002,2.551608850e-005,3.222961121e+002,-2.275605402e-005,3.222961121e+002,1.364971467e-005,3.222961121e+002,-8.501512639e-005
3.224031982e+002,8.354688762e-004,3.224031982e+002,7.406843943e-004,3.224031982e+002,7.158287917e-004,3.224031982e+002,6.948223454e-004,3.224031982e+002,6.801268901e-004,3.224031982e+002,6.405033637e-004
3.225102844e+002,-3.351307532e-004,3.225102844e+002,-2.266720840e-004,3.225102844e+002,-4.814715940e-004,3.225102844e+002,-3.917025751e-004,3.225102844e+002,-1.904454548e-004,3.225102844e+002,-5.476012011e-004
3.226174011e+002,2.801380761e-004,3.226174011e+002,2.698299650e-004,3.226174011e+002,2.532615617e-004,3.226174011e+002,2.713459544e-004,3.226174011e+002,2.809558355e-004,3.226174011e+002,3.590783745e-004
3.227245178e+002,5.177436105e-005,3.227245178e+002,-2.904661415e-005,3.227245178e+002,-1.424986694e-004,3.227245178e+002,-6.854961248e-005,3.227245178e+002,-6.839546404e-005,3.227245178e+002,-1.084326432e-004
3.228316345e+002,6.603691727e-004,3.228316345e+002,6.479023723e-004,3.228316345e+002,5.478070234e-004,3.228316345e+002,4.397769808e-004,3.228316345e+002,6.233718013e-004,3.228316345e+002,6.037759013e-004
3.229387512e+002,-1.817351877e-004,3.229387512e+002,-2.251819242e-004,3.229387512e+002,-2.423801343e-004,3.229387512e+002,-2.713806462e-004,3.229387512e+002,-1.506738190e-004,3.229387512e+002,-1.802078477e-004
3.230458679e+002,9.859267448e-005,3.230458679e+002,1.926380355e-004,3.230458679e+002,1.890109415e-004,3.230458679e+002,1.361800532e-004,3.230458679e+002,2.368545975e-004,3.230458679e+002,3.062409178e-006
3.231530151e+002,-2.367532434e-004,3.231530151e+002,-2.232944680e-004,3.231530151e+002,-2.251973201e-004,3.231530151e+002,-2.971664944e-004,3.231530151e+002,-3.436116385e-004,3.231530151e+002,-4.214834771e-004
3.232601624e+002,8.036450017e-004,3.232601624e+002,9.125570650e-004,3.232601624e+002,6.872434751e-004,3.232601624e+002,8.804111858e-004,3.232601624e+002,8.378553903e-004,3.232601624e+002,8.435544441e-004
3.233673096e+002,-3.026912163e-004,3.233673096e+002,-3.382083960e-004,3.233673096e+002,-2.496666566e-004,3.233673096e+002,-4.778349539e-004,3.233673096e+002,-3.530603135e-004,3.233673096e+002,-3.969663230e-004
3.234744873e+002,6.223520613e-004,3.234744873e+002,6.302834954e-004,3.234744873e+002,5.490861950e-004,3.234744873e+002,6.114411517e-004,3.234744873e+002,6.695784978e-004,3.234744873e+002,4.439443583e-004
3.235816345e+002,1.288713538e-004,3.235816345e+002,-1.061785006e-004,3.235816345e+002,-6.490437954e-005,3.235816345e+002,-4.876756066e-005,3.235816345e+002,-1.685629286e-005,3.235816345e+002,-1.346732024e-004
3.236888123e+002,-1.078528730e-004,3.236888123e+002,4.571268801e-005,3.236888123e+002,-5.030605826e-005,3.236888123e+002,-1.525816624e-004,3.236888123e+002,1.350477687e-004,3.236888123e+002,-7.145962445e-005
3.237959900e+002,-1.233160292e-004,3.237959900e+002,-5.226796202e-005,3.237959900e+002,-1.304285834e-004,3.237959900e+002,1.112902537e-004,3.237959900e+002,-5.442220208e-005,3.237959900e+002,-2.350120776e-004
3.239031677e+002,7.287001354e-004,3.239031677e+002,5.718182074e-004,3.239031677e+002,4.294578976e-004,3.239031677e+002,5.280679907e-004,3.239031677e+002,7.494802121e-004,3.239031677e+002,4.815477296e-004
3.240103760e+002,-2.663196756e-005,3.240103760e+002,-2.217698238e-005,3.240103760e+002,-4.107941550e-006,3.240103760e+002,-1.153943304e-004,3.240103760e+002,-1.317424449e-005,3.240103760e+002,-7.686157915e-005
3.241175842e+002,6.062547327e-004,3.241175842e+002,6.034197868e-004,3.241175842e+002,5.261104670e-004,3.241175842e+002,4.979966907e-004,3.241175842e+002,4.721214646e-004,3.241175842e+002,3.902461904e-004
3.242247925e+002,-5.363856326e-004,3.242247925e+002,-5.794379395e-004,3.242247925e+002,-5.657216534e-004,3.242247925e+002,-5.308834952e-004,3.242247925e+002,-6.400645943e-004,3.242247925e+002,-5.682042101e-004
3.243320007e+002,7.312902017e-004,3.243320007e+002,7.953127497e-004,3.243320007e+002,8.464459097e-004,3.243320007e+002,7.003966020e-004,3.243320007e+002,8.146032342e-004,3.243320007e+002,6.334430072e-004
3.244392090e+002,-5.102037103e-004,3.244392090e+002,-6.430383655e-004,3.244392090e+002,-6.450037472e-004,3.244392090e+002,-6.269179285e-004,3.244392090e+002,-4.059142957e-004,3.244392090e+002,-6.773372297e-004
3.245464478e+002,4.608279269e-004,3.245464478e+002,6.496089627e-004,3.245464478e+002,4.485556274e-004,3.245464478e+002,6.148635293e-004,3.245464478e+002,6.102957996e-004,3.245464478e+002,5.468415911e-004
3.246536865e+002,2.837735228e-004,3.246536865e+002,8.758980402e-005,3.246536865e+002,2.000184904e-004,3.246536865e+002,2.399467048e-004,3.246536865e+002,2.751436259e-004,3.246536865e+002,6.904620386e-005
3.247609253e+002,4.131151363e-004,3.247609253e+002,5.202709581e-004,3.247609253e+002,4.567223077e-004,3.247609253e+002,4.984239931e-004,3.247609253e+002,4.192833439e-004,3.247609253e+002,2.336034086e-004
3.248681641e+002,-2.517574176e-004,3.248681641e+002,-3.935834684e-004,3.248681641e+002,-4.494811874e-004,3.248681641e+002,-4.439045442e-004,3.248681641e+002,-3.612415167e-004,3.248681641e+002,-4.653182405e-004
3.249754333e+002,1.071968931e-003,3.249754333e+002,1.126970281e-003,3.249754333e+002,1.166777220e-003,3.249754333e+002,1.077027759e-003,3.249754333e+002,1.204793807e-003,3.249754333e+002,1.055611530e-003
3.250827026e+002,-8.269488899e-005,3.250827026e+002,-7.933754387e-005,3.250827026e+002,1.009056214e-004,3.250827026e+002,-8.079899271e-005,3.250827026e+002,8.765965504e-006,3.250827026e+002,-7.252267824e-005
3.251899719e+002,1.031613559e-003,3.251899719e+002,1.054777880e-003,3.251899719e+002,9.314736235e-004,3.251899719e+002,8.827752317e-004,3.251899719e+002,9.162588976e-004,3.251899719e+002,9.501173045e-004
3.252972412e+002,-6.244817050e-004,3.252972412e+002,-7.083531818e-004,3.252972412e+002,-7.188611780e-004,3.252972412e+002,-6.572517450e-004,3.252972412e+002,-7.038917392e-004,3.252972412e+002,-6.842550356e-004
3.254045105e+002,-1.740186126e-004,3.254045105e+002,-3.913161709e-005,3.254045105e+002,-1.162797998e-004,3.254045105e+002,-1.886493847e-004,3.254045105e+002,-1.730440708e-004,3.254045105e+002,-1.847232052e-004
3.255118103e+002,-3.022626624e-004,3.255118103e+002,-2.862227266e-004,3.255118103e+002,-4.153003392e-004,3.255118103e+002,-3.749235766e-004,3.255118103e+002,-1.727667259e-004,3.255118103e+002,-3.357528476e-004
3.256191101e+002,9.043462342e-005,3.256191101e+002,1.576431678e-004,3.256191101e+002,2.053411008e-004,3.256191101e+002,7.558824291e-005,3.256191101e+002,3.674980253e-004,3.256191101e+002,9.525790665e-005
3.257264099e+002,1.311816141e-005,3.257264099e+002,-2.041158587e-004,3.257264099e+002,-1.826209918e-004,3.257264099e+002,-1.497579942e-004,3.257264099e+002,-3.810643830e-005,3.257264099e+002,-3.071806568e-004
3.258337402e+002,1.912835069e-005,3.258337402e+002,4.528561840e-005,3.258337402e+002,1.565338789e-005,3.258337402e+002,1.554897317e-004,3.258337402e+002,9.466257325e-005,3.258337402e+002,-9.292113100e-005
3.259410400e+002,-2.739191405e-004,3.259410400e+002,-2.808839490e-004,3.259410400e+002,-1.983449183e-004,3.259410400e+002,-2.780086361e-004,3.259410400e+002,-1.498377533e-004,3.259410400e+002,-3.146724775e-004
3.260483704e+002,4.311605589e-004,3.260483704e+002,3.350745828e-004,3.260483704e+002,3.774255747e-004,3.260483704e+002,3.156035382e-004,3.260483704e+002,3.593267757e-004,3.260483704e+002,2.602370805e-004
3.261557007e+002,-3.141056804e-004,3.261557007e+002,-1.087487472e-004,3.261557007e+002,-3.450537333e-004,3.261557007e+002,-2.642309701e-004,3.261557007e+002,-2.342773514e-004,3.261557007e+002,-3.518437443e-004
3.262630310e+002,-1.778621954e-004,3.262630310e+002,-2.500991686e-004,3.262630310e+002,-2.567555639e-004,3.262630310e+002,-2.943716245e-004,3.262630310e+002,-1.360721508e-004,3.262630310e+002,-2.858803200e-004
3.263703918e+002,8.808520215e-005,3.263703918e+002,1.406732772e-004,3.263703918e+002,2.279020373e-005,3.263703918e+002,1.125862400e-004,3.263703918e+002,1.328679646e-004,3.263703918e+002,1.206128291e-004
